order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sell_price
179,"2022-04-18 00:00:00","Second Class",Consumer,"United States",Newark,Ohio,43055,East,"Office Supplies",Supplies,OFF-SU-10002189,5,0.60,19.40
180,"2022-03-08 00:00:00","Standard Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Art,OFF-AR-10001940,1,0.00,0.00
181,"2023-06-08 00:00:00","Second Class",Corporate,"United States",Decatur,Illinois,62521,Central,"Office Supplies",Storage,OFF-ST-10003455,2,1.00,19.00
182,"2022-06-25 00:00:00","Second Class",Corporate,"United States",Decatur,Illinois,62521,Central,Technology,Accessories,TEC-AC-10004659,7,12.30,397.70
183,"2022-01-10 00:00:00","Second Class","Home Office","United States",Monroe,Louisiana,71203,South,Technology,Phones,TEC-PH-10003273,4,25.00,475.00
184,"2023-10-17 00:00:00","Second Class","Home Office","United States",Monroe,Louisiana,71203,South,Technology,Phones,TEC-PH-10004896,5,3.00,147.00
185,"2023-02-23 00:00:00","Second Class","Home Office","United States",Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10002345,2,1.50,28.50
186,"2022-10-19 00:00:00","Standard Class",Consumer,"United States",Fairfield,Connecticut,6824,East,"Office Supplies",Binders,OFF-BI-10001890,2,0.20,9.80
187,"2022-08-22 00:00:00","Standard Class","Home Office","United States","Los Angeles",California,90032,West,Technology,Accessories,TEC-AC-10002323,8,5.40,174.60
188,"2023-10-11 00:00:00","Standard Class",Corporate,"United States","Grand Prairie",Texas,75051,Central,"Office Supplies",Storage,OFF-ST-10001328,3,1.60,38.40
189,"2022-12-06 00:00:00","Standard Class",Corporate,"United States","Grand Prairie",Texas,75051,Central,"Office Supplies",Paper,OFF-PA-10001950,3,0.60,19.40
190,"2023-12-09 00:00:00","First Class","Home Office","United States","New York City","New York",10035,East,Furniture,Bookcases,FUR-BO-10002613,4,27.00,873.00
191,"2022-07-12 00:00:00","First Class","Home Office","United States","New York City","New York",10035,East,Technology,Phones,TEC-PH-10001552,6,2.80,67.20
192,"2022-06-23 00:00:00","First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Paper,OFF-PA-10000061,8,2.50,47.50
193,"2023-11-04 00:00:00","First Class","Home Office","United States","New York City","New York",10035,East,Furniture,Bookcases,FUR-BO-10002545,3,12.60,617.40
194,"2022-11-11 00:00:00","First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Art,OFF-AR-10003514,5,0.60,19.40
195,"2023-01-07 00:00:00","Standard Class",Corporate,"United States",Redlands,California,92374,West,"Office Supplies",Envelopes,OFF-EN-10001509,7,0.20,9.80
196,"2022-10-26 00:00:00","Standard Class",Consumer,"United States",Hamilton,Ohio,45011,East,"Office Supplies",Art,OFF-AR-10004685,2,0.50,9.50
197,"2023-11-03 00:00:00","Standard Class",Consumer,"United States",Hamilton,Ohio,45011,East,"Office Supplies",Art,OFF-AR-10004027,3,0.20,9.80
198,"2023-03-05 00:00:00","Standard Class","Home Office","United States",Westfield,"New Jersey",7090,East,"Office Supplies",Storage,OFF-ST-10001414,3,2.50,47.50
199,"2022-12-21 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,OFF-BI-10000343,2,0.00,0.00
200,"2022-06-16 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,OFF-PA-10002749,3,0.40,19.60
201,"2022-12-11 00:00:00","Standard Class",Consumer,"United States",Akron,Ohio,44312,East,"Office Supplies",Paper,OFF-PA-10002666,3,1.00,19.00
202,"2022-07-13 00:00:00","First Class",Consumer,"United States",Denver,Colorado,80219,West,Furniture,Tables,FUR-TA-10004289,2,6.60,213.40
203,"2022-12-31 00:00:00","First Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Appliances,OFF-AP-10003622,1,0.00,0.00
204,"2022-03-12 00:00:00","Second Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Appliances,OFF-AP-10003217,2,1.40,68.60
205,"2023-10-14 00:00:00","Standard Class",Corporate,"United States",Franklin,Tennessee,37064,South,Furniture,Furnishings,FUR-FU-10002960,7,1.20,38.80
206,"2023-07-10 00:00:00","Standard Class",Consumer,"United States",Whittier,California,90604,West,Technology,Phones,TEC-PH-10001918,4,13.20,426.80
207,"2023-12-01 00:00:00","Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Storage,OFF-ST-10000642,4,3.20,76.80
208,"2023-08-08 00:00:00","Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,Technology,Phones,TEC-PH-10001700,2,3.90,126.10
209,"2022-08-19 00:00:00","Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Binders,OFF-BI-10003274,4,0.60,19.40
210,"2023-12-30 00:00:00","Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Fasteners,OFF-FA-10000134,9,1.00,49.00
211,"2022-07-17 00:00:00","Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Storage,OFF-ST-10001522,1,4.50,85.50
212,"2023-10-07 00:00:00","Second Class",Corporate,"United States",Dallas,Texas,75220,Central,Technology,Accessories,TEC-AC-10001266,2,0.80,19.20
213,"2023-04-22 00:00:00","Standard Class",Corporate,"United States",Medina,Ohio,44256,East,"Office Supplies",Labels,OFF-LA-10004544,2,0.80,19.20
214,"2023-04-22 00:00:00","Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Furniture,Bookcases,FUR-BO-10004695,5,22.50,427.50
215,"2023-11-20 00:00:00","Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Phones,TEC-PH-10002844,3,1.80,58.20
216,"2023-03-31 00:00:00","Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Machines,TEC-MA-10000864,9,47.60,1142.40
217,"2022-08-29 00:00:00","Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Accessories,TEC-AC-10000109,2,4.50,85.50
218,"2022-05-06 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Storage,OFF-ST-10001328,6,2.70,87.30
219,"2023-08-10 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Phones,TEC-PH-10002563,3,12.00,288.00
220,"2023-04-24 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Fasteners,OFF-FA-10000585,2,0.20,9.80
221,"2022-03-24 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Paper,OFF-PA-10004000,6,0.80,19.20
222,"2023-03-26 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Binders,OFF-BI-10002852,4,0.60,19.40
223,"2022-04-18 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,Furniture,Furnishings,FUR-FU-10000087,4,2.10,67.90
224,"2023-03-17 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,Technology,Machines,TEC-MA-10001148,4,19.20,460.80
225,"2023-11-19 00:00:00","First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Art,OFF-AR-10001958,2,1.20,28.80
226,"2023-11-18 00:00:00","Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Art,OFF-AR-10001026,1,0.00,0.00
227,"2023-04-22 00:00:00","Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,Furniture,Tables,FUR-TA-10003748,5,12.40,607.60
228,"2022-04-22 00:00:00","Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,OFF-ST-10002485,1,0.60,19.40
229,"2022-02-17 00:00:00","Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,FUR-CH-10004860,2,3.20,156.80
230,"2023-10-02 00:00:00","Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,FUR-CH-10004477,8,7.80,382.20
231,"2023-07-21 00:00:00","Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Binders,OFF-BI-10001679,7,1.00,19.00
232,"2023-01-18 00:00:00","Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Tables,FUR-TA-10001705,2,9.20,220.80
233,"2023-10-19 00:00:00","Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Tables,FUR-TA-10003473,3,24.80,595.20
234,"2023-09-13 00:00:00","Standard Class","Home Office","United States",Tampa,Florida,33614,South,"Office Supplies",Binders,OFF-BI-10001679,2,0.20,9.80
235,"2023-11-10 00:00:00","Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10004017,3,13.00,247.00
236,"2023-11-26 00:00:00","Standard Class","Home Office","United States",Tampa,Florida,33614,South,Technology,Accessories,TEC-AC-10003832,3,24.80,595.20
237,"2022-01-02 00:00:00","Standard Class",Corporate,"United States","Santa Clara",California,95051,West,"Office Supplies",Paper,OFF-PA-10002479,2,0.40,9.60
238,"2022-01-19 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Paper,OFF-PA-10003349,5,1.20,28.80
239,"2023-12-13 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10000576,5,8.40,411.60
240,"2023-01-20 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004351,3,0.20,9.80
241,"2023-04-25 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10000011,2,0.90,29.10
242,"2023-05-27 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Tables,FUR-TA-10002607,5,5.40,174.60
243,"2022-11-08 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10002505,3,0.00,0.00
244,"2022-01-08 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Art,OFF-AR-10004685,2,0.30,9.70
245,"2022-04-20 00:00:00","Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,Furniture,Chairs,FUR-CH-10004063,7,40.00,1960.00
246,"2022-11-09 00:00:00","Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Storage,OFF-ST-10002276,2,6.80,163.20
247,"2023-04-29 00:00:00","Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Paper,OFF-PA-10004082,6,2.50,47.50
248,"2023-04-28 00:00:00","Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Appliances,OFF-AP-10002945,5,75.00,1425.00
249,"2022-09-26 00:00:00","Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Paper,OFF-PA-10000061,4,0.90,29.10
250,"2023-08-18 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Chairs,FUR-CH-10002965,2,16.00,304.00
251,"2023-09-19 00:00:00","Standard Class",Consumer,"United States","San Diego",California,92037,West,"Office Supplies",Paper,OFF-PA-10004569,1,0.30,9.70
252,"2022-05-28 00:00:00","Standard Class",Consumer,"United States","San Diego",California,92037,West,Technology,Accessories,TEC-AC-10003832,13,134.00,3216.00
253,"2022-04-03 00:00:00","First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,OFF-ST-10001228,6,4.00,76.00
254,"2022-04-18 00:00:00","First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Envelopes,OFF-EN-10003296,4,14.40,345.60
255,"2022-12-25 00:00:00","Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10002505,9,0.20,9.80
256,"2022-11-26 00:00:00","Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,OFF-ST-10004804,2,1.60,78.40
257,"2022-04-25 00:00:00","Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,OFF-ST-10001590,5,1.00,49.00
258,"2023-04-08 00:00:00","Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Technology,Phones,TEC-PH-10001580,6,26.00,624.00
259,"2022-02-10 00:00:00","Second Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,TEC-AC-10000290,3,1.00,19.00
260,"2022-10-20 00:00:00","Second Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Storage,OFF-ST-10002790,3,8.80,211.20
261,"2022-06-11 00:00:00","Second Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,OFF-BI-10003460,5,1.00,19.00
262,"2023-08-29 00:00:00","Standard Class",Corporate,"United States",Pasadena,Texas,77506,Central,"Office Supplies",Appliances,OFF-AP-10002203,2,0.00,0.00
263,"2022-12-26 00:00:00","Second Class",Corporate,"United States",Houston,Texas,77036,Central,Technology,Machines,TEC-MA-10000822,3,91.80,2968.20
264,"2022-06-14 00:00:00","Second Class",Corporate,"United States",Houston,Texas,77036,Central,Technology,Machines,TEC-MA-10003353,7,75.60,2444.40
265,"2023-06-20 00:00:00","Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001433,4,9.90,320.10
266,"2022-11-17 00:00:00","Standard Class",Consumer,"United States",Brentwood,California,94513,West,Technology,Accessories,TEC-AC-10004469,2,3.20,76.80
267,"2023-10-25 00:00:00","Standard Class",Corporate,"United States","Chapel Hill","North Carolina",27514,South,"Office Supplies",Art,OFF-AR-10003602,3,0.50,9.50
268,"2022-05-19 00:00:00","Standard Class",Consumer,"United States",Morristown,"New Jersey",7960,East,"Office Supplies",Fasteners,OFF-FA-10003472,6,0.20,9.80
269,"2022-08-10 00:00:00","Standard Class",Corporate,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Storage,OFF-ST-10004180,1,1.20,38.80
270,"2023-12-17 00:00:00","Standard Class",Corporate,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Envelopes,OFF-EN-10004386,3,1.80,58.20
271,"2022-01-24 00:00:00","Second Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,OFF-ST-10003208,4,14.60,715.40
272,"2022-09-16 00:00:00","First Class",Consumer,"United States","San Francisco",California,94109,West,Technology,Accessories,TEC-AC-10003628,7,10.50,199.50
273,"2022-11-29 00:00:00","First Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Furnishings,FUR-FU-10003274,3,0.40,9.60
274,"2022-10-31 00:00:00","First Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Binders,OFF-BI-10002557,3,0.40,9.60
275,"2023-02-05 00:00:00","First Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Paper,OFF-PA-10002615,2,0.30,9.70
276,"2023-04-04 00:00:00","First Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Art,OFF-AR-10001427,1,0.20,9.80
277,"2023-10-20 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,OFF-PA-10000673,2,0.40,9.60
278,"2022-05-21 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,OFF-PA-10004470,4,0.40,19.60
279,"2022-03-10 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Storage,OFF-ST-10000876,6,1.20,58.80
280,"2022-05-17 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Labels,OFF-LA-10002043,3,1.00,19.00
281,"2022-10-06 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77070,Central,"Office Supplies",Binders,OFF-BI-10004967,5,0.00,0.00
282,"2023-05-06 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10001760,7,33.30,1076.70
283,"2023-10-05 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Tables,FUR-TA-10002903,5,52.00,988.00
284,"2022-07-28 00:00:00","Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Paper,OFF-PA-10000474,5,7.00,133.00
285,"2022-12-11 00:00:00","Standard Class",Consumer,"United States",Portland,Oregon,97206,West,Technology,Accessories,TEC-AC-10001956,5,12.00,228.00
286,"2022-08-01 00:00:00","Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Paper,OFF-PA-10004100,6,1.50,28.50
287,"2022-01-20 00:00:00","Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Binders,OFF-BI-10000778,7,7.50,242.50
288,"2023-06-05 00:00:00","Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Appliances,OFF-AP-10002684,2,3.80,186.20
289,"2023-04-01 00:00:00","Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Supplies,OFF-SU-10000646,5,48.00,912.00
290,"2022-01-23 00:00:00","Second Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Fasteners,OFF-FA-10002983,7,1.00,19.00
291,"2023-10-12 00:00:00","Second Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Labels,OFF-LA-10004689,8,0.60,19.40
292,"2023-06-22 00:00:00","Second Class","Home Office","United States",Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10002001,2,5.20,254.80
293,"2023-07-12 00:00:00","Second Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Bookcases,FUR-BO-10004709,3,3.60,86.40
294,"2023-06-20 00:00:00","First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Furnishings,FUR-FU-10004091,8,15.00,285.00
295,"2023-05-30 00:00:00","First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Chairs,FUR-CH-10001891,3,4.60,225.40
296,"2023-08-05 00:00:00","First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Furnishings,FUR-FU-10002918,3,4.40,215.60
297,"2023-11-17 00:00:00","First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,"Office Supplies",Binders,OFF-BI-10004593,5,4.00,76.00
298,"2023-08-04 00:00:00","First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,"Office Supplies",Fasteners,OFF-FA-10004854,3,0.90,29.10
299,"2022-09-25 00:00:00","Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Paper,OFF-PA-10002105,5,0.60,29.40
300,"2022-09-24 00:00:00","Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Storage,OFF-ST-10002756,8,21.60,1058.40
301,"2022-03-12 00:00:00","Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Paper,OFF-PA-10004243,3,3.00,57.00
302,"2022-10-31 00:00:00","Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,Furniture,Furnishings,FUR-FU-10001861,4,3.20,76.80
303,"2022-06-29 00:00:00","Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Binders,OFF-BI-10002706,1,0.40,9.60
304,"2023-09-12 00:00:00","Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Furniture,Tables,FUR-TA-10002533,3,8.80,211.20
305,"2022-01-08 00:00:00","Second Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Furnishings,FUR-FU-10002671,2,0.60,29.40
306,"2023-09-01 00:00:00","Standard Class",Corporate,"United States",Taylor,Michigan,48180,Central,"Office Supplies",Art,OFF-AR-10003651,3,0.40,9.60
307,"2023-10-12 00:00:00","Standard Class","Home Office","United States",Lakewood,"New Jersey",8701,East,"Office Supplies",Binders,OFF-BI-10001072,3,2.50,47.50
308,"2023-08-15 00:00:00","Standard Class","Home Office","United States",Lakewood,"New Jersey",8701,East,"Office Supplies",Art,OFF-AR-10002135,6,11.60,278.40
309,"2022-05-05 00:00:00","First Class",Consumer,"United States",Arlington,Virginia,22204,South,"Office Supplies",Art,OFF-AR-10002804,1,0.00,0.00
310,"2023-08-06 00:00:00","Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Furnishings,FUR-FU-10001918,4,1.00,19.00
311,"2022-09-08 00:00:00","Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Chairs,FUR-CH-10004086,2,18.80,451.20
312,"2022-05-30 00:00:00","Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Furnishings,FUR-FU-10001756,1,0.80,19.20
313,"2023-01-13 00:00:00","Second Class",Corporate,"United States",Arvada,Colorado,80004,West,"Office Supplies",Labels,OFF-LA-10000634,3,0.30,9.70
314,"2023-09-15 00:00:00","Standard Class",Corporate,"United States",Hackensack,"New Jersey",7601,East,Furniture,Furnishings,FUR-FU-10001588,3,1.80,88.20
315,"2022-05-12 00:00:00","Standard Class",Corporate,"United States","Saint Petersburg",Florida,33710,South,Technology,Phones,TEC-PH-10002398,2,9.00,171.00
316,"2022-03-10 00:00:00","Standard Class",Corporate,"United States","Saint Petersburg",Florida,33710,South,"Office Supplies",Paper,OFF-PA-10001937,3,1.00,19.00
317,"2023-06-16 00:00:00","First Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Art,OFF-AR-10003373,4,2.00,98.00
318,"2022-03-13 00:00:00","Standard Class","Home Office","United States","New York City","New York",10024,East,Furniture,Chairs,FUR-CH-10002602,1,2.80,137.20
319,"2022-01-28 00:00:00","Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Machines,TEC-MA-10002927,2,79.80,3910.20
320,"2023-12-09 00:00:00","Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Phones,TEC-PH-10004093,6,8.40,271.60
321,"2023-07-12 00:00:00","Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Accessories,TEC-AC-10000892,4,10.80,349.20
322,"2022-05-28 00:00:00","Standard Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Storage,OFF-ST-10002974,1,0.80,39.20
323,"2023-01-02 00:00:00","Standard Class",Corporate,"United States","Long Beach",California,90805,West,"Office Supplies",Fasteners,OFF-FA-10000624,2,0.50,9.50
324,"2022-07-14 00:00:00","Standard Class",Corporate,"United States",Hesperia,California,92345,West,"Office Supplies",Binders,OFF-BI-10004593,6,12.50,237.50
325,"2023-12-09 00:00:00","Standard Class",Corporate,"United States",Hesperia,California,92345,West,Technology,Accessories,TEC-AC-10001908,1,3.00,97.00
326,"2022-12-07 00:00:00","Second Class",Corporate,"United States",Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,FUR-FU-10001967,1,0.80,19.20
327,"2023-06-11 00:00:00","First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10003645,3,8.70,281.30
328,"2023-10-01 00:00:00","First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Storage,OFF-ST-10000675,2,2.50,47.50
329,"2023-04-07 00:00:00","First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10003312,4,23.70,766.30
330,"2023-10-03 00:00:00","First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Labels,OFF-LA-10001074,10,2.00,98.00
331,"2022-03-30 00:00:00","First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,OFF-BI-10001524,6,1.20,38.80
332,"2022-04-11 00:00:00","Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004614,2,2.40,77.60
333,"2022-03-21 00:00:00","Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,OFF-BI-10001153,2,0.40,19.60
334,"2022-05-04 00:00:00","Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,OFF-BI-10001982,3,0.00,0.00
335,"2023-07-08 00:00:00","Second Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Binders,OFF-BI-10001922,1,0.00,0.00
336,"2022-08-30 00:00:00","Second Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Copiers,TEC-CO-10001449,2,19.20,940.80
337,"2022-09-07 00:00:00","Second Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Binders,OFF-BI-10004140,4,0.20,9.80
338,"2023-06-07 00:00:00","Standard Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,OFF-BI-10003314,2,0.50,9.50
339,"2023-08-02 00:00:00","Standard Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Tables,FUR-TA-10004575,3,28.00,672.00
340,"2022-07-09 00:00:00","Second Class",Consumer,"United States",Layton,Utah,84041,West,"Office Supplies",Fasteners,OFF-FA-10000490,4,0.00,0.00
341,"2023-11-10 00:00:00","Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Art,OFF-AR-10000122,4,0.40,19.60
342,"2022-01-12 00:00:00","Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Binders,OFF-BI-10003656,10,20.40,489.60
343,"2022-07-01 00:00:00","Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Fasteners,OFF-FA-10002780,13,1.20,28.80
344,"2023-07-13 00:00:00","Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10000702,12,2.80,67.20
345,"2023-04-21 00:00:00","Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Storage,OFF-ST-10000107,4,2.70,87.30
346,"2022-09-18 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,TEC-PH-10002293,3,1.00,49.00
347,"2022-05-09 00:00:00","Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Art,OFF-AR-10004027,3,0.40,9.60
348,"2022-05-07 00:00:00","Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Paper,OFF-PA-10000249,2,1.00,19.00
349,"2023-10-25 00:00:00","Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Art,OFF-AR-10001374,2,0.20,9.80
350,"2023-02-01 00:00:00","First Class","Home Office","United States","New York City","New York",10009,East,Technology,Accessories,TEC-AC-10000290,1,0.50,9.50
351,"2023-02-04 00:00:00","First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Paper,OFF-PA-10001970,2,1.00,19.00
352,"2022-02-14 00:00:00","First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,OFF-BI-10002160,1,0.00,0.00
353,"2023-09-08 00:00:00","First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Paper,OFF-PA-10001970,4,1.50,48.50
354,"2023-10-29 00:00:00","First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,OFF-BI-10004995,4,174.40,4185.60
355,"2022-02-20 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,FUR-BO-10002268,6,19.50,370.50
356,"2023-07-30 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Envelopes,OFF-EN-10001137,2,0.50,9.50
357,"2023-05-01 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Art,OFF-AR-10002399,4,0.60,19.40
